Frequency,CMD,S11_r,S11_x,S21_r,S21_x,S12_r,S12_x,S22_r,S22_x
12.9e6,caps hf ps1 1 63 3 48,-6.38640950021E-001,+5.17530686057E-001,+4.17114727402E-001,+2.84838341875E-001,+4.18071369054E-001,+2.85270826349E-001,-2.01209342999E-001,+7.87122900760E-001,
12.9e6,caps hf ps1 1 63 3 63,-6.40459642871E-001,+5.17889692898E-001,+4.19198118265E-001,+2.78057661204E-001,+4.18830851973E-001,+2.78400317275E-001,-1.80592445499E-001,+7.91907300828E-001,
12.9e6,caps hf ps1 1 63 4 0,-6.40931183521E-001,+5.17965877355E-001,+4.19339531952E-001,+2.78150651946E-001,+4.19562350735E-001,+2.78533275601E-001,-1.79419152388E-001,+7.93549386862E-001,
12.9e6,caps hf ps1 1 63 4 15,-6.42181436726E-001,+5.17483144232E-001,+4.20500669781E-001,+2.71714046729E-001,+4.20887745464E-001,+2.71942679782E-001,-1.59794486487E-001,+7.99340032828E-001,
12.9e6,caps hf ps1 1 63 4 16,-6.43314370015E-001,+5.16959094133E-001,+4.20962305729E-001,+2.70335031754E-001,+4.20537850449E-001,+2.70202524722E-001,-1.53853131839E-001,+8.00440892945E-001,
12.9e6,caps hf ps1 1 63 4 31,-6.44321342041E-001,+5.17017241737E-001,+4.22276816919E-001,+2.63902856939E-001,+4.22232303908E-001,+2.64741225051E-001,-1.34310837460E-001,+8.05597279108E-001,
12.9e6,caps hf ps1 1 63 4 32,-6.46443900224E-001,+5.17316953238E-001,+4.22956973452E-001,+2.61388955031E-001,+4.23138756054E-001,+2.61575324769E-001,-1.24910041232E-001,+8.07815211878E-001,
12.9e6,caps hf ps1 1 63 4 47,-6.46507137624E-001,+5.17211057978E-001,+4.23373415443E-001,+2.55614856553E-001,+4.23811872763E-001,+2.55728227461E-001,-1.05811772719E-001,+8.12333305900E-001,
12.9e6,caps hf ps1 1 63 4 48,-6.47653279613E-001,+5.17030762077E-001,+4.23842618730E-001,+2.54090946439E-001,+4.23572032975E-001,+2.54153908781E-001,-1.00434514370E-001,+8.12436240929E-001,
12.9e6,caps hf ps1 1 63 4 63,-6.49673841646E-001,+5.17081815519E-001,+4.24198694143E-001,+2.48537233252E-001,+4.25107722686E-001,+2.49238739552E-001,-8.31190038364E-002,+8.16380067296E-001,
12.9e6,caps hf ps1 1 63 5 0,-6.49737513753E-001,+5.16710044248E-001,+4.24969284869E-001,+2.47921917036E-001,+4.24681086766E-001,+2.47948585487E-001,-8.06380103512E-002,+8.17321135062E-001,
12.9e6,caps hf ps1 1 63 5 15,-6.51142071304E-001,+5.16101547533E-001,+4.24732245285E-001,+2.42723770042E-001,+4.25522010987E-001,+2.42962643571E-001,-6.32175045540E-002,+8.19977567351E-001,
12.9e6,caps hf ps1 1 63 5 16,-6.52019947027E-001,+5.16882778026E-001,+4.25969158451E-001,+2.41106845226E-001,+4.25859899011E-001,+2.41302749856E-001,-5.75854025959E-002,+8.21192264305E-001,
12.9e6,caps hf ps1 1 63 5 31,-6.53225862824E-001,+5.15878278184E-001,+4.25759968520E-001,+2.36496702847E-001,+4.26537779270E-001,+2.36240747331E-001,-4.09979233390E-002,+8.23695476168E-001,
12.9e6,caps hf ps1 1 63 5 32,-6.53780924195E-001,+5.15870340099E-001,+4.26416152588E-001,+2.34368778573E-001,+4.26391196903E-001,+2.33812613506E-001,-3.32003293836E-002,+8.24421805938E-001,
12.9e6,caps hf ps1 1 63 5 47,-6.55427091292E-001,+5.16224930527E-001,+4.26169455303E-001,+2.29202063719E-001,+4.27168770507E-001,+2.29079406006E-001,-1.68016213216E-002,+8.27044597100E-001,
12.9e6,caps hf ps1 1 63 5 48,-6.55657061816E-001,+5.16742257438E-001,+4.26819168374E-001,+2.27385832605E-001,+4.26376731491E-001,+2.27720783701E-001,-1.26952880852E-002,+8.27048643072E-001,
12.9e6,caps hf ps1 1 63 5 63,-6.57182802003E-001,+5.15924474115E-001,+4.26721950607E-001,+2.23435563266E-001,+4.27307058027E-001,+2.23196101066E-001,+3.02241983454E-003,+8.28808738877E-001,
12.9e6,caps hf ps1 1 63 6 0,-6.57113050118E-001,+5.16790434268E-001,+4.27308178131E-001,+2.23513855477E-001,+4.27446584843E-001,+2.23907528218E-001,+4.12151765100E-004,+8.28947648522E-001,
12.9e6,caps hf ps1 1 63 6 15,-6.59013800615E-001,+5.16401555135E-001,+4.27179838237E-001,+2.19768230735E-001,+4.27599123869E-001,+2.18977686265E-001,+1.60552814084E-002,+8.29631040740E-001,
12.9e6,caps hf ps1 1 63 6 16,-6.58763617494E-001,+5.15978043502E-001,+4.26628943663E-001,+2.17831553999E-001,+4.27265144720E-001,+2.17994641013E-001,+2.01656753181E-002,+8.29476937604E-001,
12.9e6,caps hf ps1 1 63 6 31,-6.60318841317E-001,+5.17252097672E-001,+4.27270878426E-001,+2.13732512853E-001,+4.27368339210E-001,+2.13874807296E-001,+3.45429225248E-002,+8.30375541405E-001,
12.9e6,caps hf ps1 1 63 6 32,-6.60408820952E-001,+5.17290020213E-001,+4.26992372525E-001,+2.11583807630E-001,+4.27156166313E-001,+2.11243290659E-001,+4.09839345140E-002,+8.30804651742E-001,
12.9e6,caps hf ps1 1 63 6 47,-6.61258455825E-001,+5.17235689831E-001,+4.26592522344E-001,+2.07293884918E-001,+4.27242679673E-001,+2.07250144019E-001,+5.52911831846E-002,+8.31571629870E-001,
12.9e6,caps hf ps1 1 63 6 48,-6.62138652171E-001,+5.16702214059E-001,+4.26482188213E-001,+2.06190738332E-001,+4.27219888566E-001,+2.06269124104E-001,+5.90378577198E-002,+8.31934846297E-001,
12.9e6,caps hf ps1 1 63 6 63,-6.63779081824E-001,+5.16930440300E-001,+4.27031647387E-001,+2.02521276170E-001,+4.27427051793E-001,+2.02428925586E-001,+7.21693846038E-002,+8.31900648142E-001,
12.9e6,caps hf ps1 2 0 0 0,-5.90632260047E-001,+5.47680954691E-001,+3.07125807339E-001,+4.33966346008E-001,+3.07518772627E-001,+4.34154690792E-001,-6.85513523938E-001,+3.97027533871E-001,
12.9e6,caps hf ps1 2 0 0 15,-5.93607792132E-001,+5.44729476638E-001,+3.17565651469E-001,+4.27110481762E-001,+3.17851153540E-001,+4.27614317339E-001,-6.63685741783E-001,+4.32084298737E-001,
12.9e6,caps hf ps1 2 0 0 16,-5.94142498310E-001,+5.43991490716E-001,+3.20964936966E-001,+4.24899537952E-001,+3.20098285924E-001,+4.25178345206E-001,-6.56835524172E-001,+4.41441442628E-001,
12.9e6,caps hf ps1 2 0 0 31,-5.96700655675E-001,+5.41293022430E-001,+3.29908032236E-001,+4.17569838847E-001,+3.29526668472E-001,+4.18010187599E-001,-6.34290529238E-001,+4.73779913524E-001,
12.9e6,caps hf ps1 2 0 0 32,-5.96380060834E-001,+5.39731731471E-001,+3.34010658648E-001,+4.13049872245E-001,+3.33958219853E-001,+4.14335322236E-001,-6.21808030573E-001,+4.89639598764E-001,
12.9e6,caps hf ps1 2 0 0 47,-5.99297668994E-001,+5.37758246183E-001,+3.42683322959E-001,+4.06192902336E-001,+3.42148254144E-001,+4.07218802788E-001,-5.98047474258E-001,+5.18427335363E-001,
12.9e6,caps hf ps1 2 0 0 48,-6.00595088464E-001,+5.36130031867E-001,+3.44792956588E-001,+4.03969636140E-001,+3.45260780988E-001,+4.04066800076E-001,-5.90768883026E-001,+5.27515266301E-001,
12.9e6,caps hf ps1 2 0 0 63,-6.02059874954E-001,+5.34997467373E-001,+3.52358940564E-001,+3.96204252540E-001,+3.53159752395E-001,+3.96412305366E-001,-5.66343820369E-001,+5.53887884380E-001,
12.9e6,caps hf ps1 2 0 1 0,-6.03214142082E-001,+5.34674024441E-001,+3.55378828372E-001,+3.93746199697E-001,+3.55481076142E-001,+3.94633465735E-001,-5.58804863783E-001,+5.62162171455E-001,
12.9e6,caps hf ps1 2 0 1 15,-6.05468096619E-001,+5.32939726180E-001,+3.61676747479E-001,+3.85827885440E-001,+3.62147728715E-001,+3.86655336152E-001,-5.33589693257E-001,+5.87137100245E-001,
12.9e6,caps hf ps1 2 0 1 16,-6.06401207834E-001,+5.32197818647E-001,+3.63924562412E-001,+3.83574782979E-001,+3.63552231126E-001,+3.83640147676E-001,-5.25834638058E-001,+5.94366067032E-001,
12.9e6,caps hf ps1 2 0 1 31,-6.08536939874E-001,+5.30544348132E-001,+3.69931787889E-001,+3.75965281268E-001,+3.70848597692E-001,+3.76507994756E-001,-5.01882323364E-001,+6.16345701932E-001,
12.9e6,caps hf ps1 2 0 1 32,-6.10606276796E-001,+5.29914370720E-001,+3.73419350180E-001,+3.71582587924E-001,+3.73203868964E-001,+3.72582473789E-001,-4.88063131343E-001,+6.26889430745E-001,
12.9e6,caps hf ps1 2 0 1 47,-6.12779446266E-001,+5.28601183507E-001,+3.79012593971E-001,+3.64590010227E-001,+3.79063013816E-001,+3.65373903819E-001,-4.63881363032E-001,+6.46740775502E-001,
12.9e6,caps hf ps1 2 0 1 48,-6.12863885941E-001,+5.27905830538E-001,+3.80008017830E-001,+3.61787788254E-001,+3.80208604087E-001,+3.62220544462E-001,-4.55505199583E-001,+6.52954801486E-001,
12.9e6,caps hf ps1 2 0 1 63,-6.16066719409E-001,+5.26229218088E-001,+3.85052901299E-001,+3.54868436371E-001,+3.85129734432E-001,+3.55329755164E-001,-4.30296841305E-001,+6.70460638107E-001,
12.9e6,caps hf ps1 2 0 2 0,-6.16839345713E-001,+5.25640658736E-001,+3.87669916928E-001,+3.50986583831E-001,+3.87155045759E-001,+3.51749085685E-001,-4.20057875490E-001,+6.77632303145E-001,
12.9e6,caps hf ps1 2 0 2 15,-6.18614962651E-001,+5.24740026266E-001,+3.91758766371E-001,+3.44012635628E-001,+3.91810660530E-001,+3.44044135750E-001,-3.95240387661E-001,+6.93819116686E-001,
12.9e6,caps hf ps1 2 0 2 16,-6.19436270049E-001,+5.24120345062E-001,+3.92846749257E-001,+3.40768977040E-001,+3.93898347992E-001,+3.42522437390E-001,-3.89004968243E-001,+6.98587084384E-001,
12.9e6,caps hf ps1 2 0 2 31,-6.22132306205E-001,+5.23321080330E-001,+3.97412593755E-001,+3.34435667867E-001,+3.97095176184E-001,+3.34652540520E-001,-3.64459654326E-001,+7.12833257949E-001,
12.9e6,caps hf ps1 2 0 2 32,-6.22868342193E-001,+5.22595458512E-001,+3.98213377681E-001,+3.30891631568E-001,+3.99743348821E-001,+3.30617923687E-001,-3.52043710850E-001,+7.20152021673E-001,
12.9e6,caps hf ps1 2 0 2 47,-6.25734158123E-001,+5.21784178638E-001,+4.02014614281E-001,+3.23553118528E-001,+4.02556122040E-001,+3.23487946349E-001,-3.28452560891E-001,+7.31551899584E-001,
12.9e6,caps hf ps1 2 0 2 48,-6.26077499562E-001,+5.22005878921E-001,+4.03274348708E-001,+3.21375625202E-001,+4.03652154937E-001,+3.20927432746E-001,-3.21098739249E-001,+7.35755584393E-001,
12.9e6,caps hf ps1 2 0 2 63,-6.27355266778E-001,+5.20614648183E-001,+4.05699292126E-001,+3.14864701139E-001,+4.06153059250E-001,+3.13701440004E-001,-2.97688152797E-001,+7.46982173261E-001,
12.9e6,caps hf ps1 2 0 3 0,-6.29260550821E-001,+5.20458548972E-001,+4.06902649186E-001,+3.11331387437E-001,+4.07172626302E-001,+3.12147209486E-001,-2.90024338607E-001,+7.50825713891E-001,
12.9e6,caps hf ps1 2 0 3 15,-6.31222578227E-001,+5.20271097037E-001,+4.09548236650E-001,+3.04994225730E-001,+4.09905171280E-001,+3.05241978174E-001,-2.67543075696E-001,+7.60250520523E-001,
12.9e6,caps hf ps1 2 0 3 16,-6.31445841084E-001,+5.19953265377E-001,+4.10238680743E-001,+3.02276305120E-001,+4.10454360363E-001,+3.02486668482E-001,-2.60094206641E-001,+7.63579637148E-001,
12.9e6,caps hf ps1 2 0 3 31,-6.33860839407E-001,+5.18684466342E-001,+4.13136667760E-001,+2.96512426234E-001,+4.12612565309E-001,+2.96021503121E-001,-2.39124012040E-001,+7.71511138760E-001,
12.9e6,caps hf ps1 2 0 3 32,-6.34777293335E-001,+5.18776540372E-001,+4.14037100674E-001,+2.93223672105E-001,+4.14285510854E-001,+2.92889065506E-001,-2.28080459387E-001,+7.76742420025E-001,
12.9e6,caps hf ps1 2 0 3 47,-6.37367954839E-001,+5.19287364080E-001,+4.16174689155E-001,+2.86440512257E-001,+4.16603025118E-001,+2.87311590369E-001,-2.07320010460E-001,+7.83241323938E-001,
12.9e6,caps hf ps1 2 0 3 48,-6.37496921388E-001,+5.18701459617E-001,+4.16091404966E-001,+2.84933183621E-001,+4.16564005639E-001,+2.84780479303E-001,-2.00788312650E-001,+7.85744884825E-001,
12.9e6,caps hf ps1 2 0 3 63,-6.38954818605E-001,+5.18599419628E-001,+4.18140386678E-001,+2.78405236144E-001,+4.17920171131E-001,+2.78703997262E-001,-1.80835127241E-001,+7.92128092524E-001,
12.9e6,caps hf ps1 2 0 4 0,-6.39265288614E-001,+5.18205868114E-001,+4.18470832324E-001,+2.78226763626E-001,+4.18460785117E-001,+2.78344963203E-001,-1.78874198466E-001,+7.92874389956E-001,
12.9e6,caps hf ps1 2 0 4 15,-6.40721170806E-001,+5.17340459550E-001,+4.19239229167E-001,+2.71975442892E-001,+4.20639158192E-001,+2.72358272251E-001,-1.58940908114E-001,+7.99227886206E-001,
12.9e6,caps hf ps1 2 0 4 16,-6.41852567333E-001,+5.18902881952E-001,+4.20084493688E-001,+2.70440590073E-001,+4.20145361919E-001,+2.69940668327E-001,-1.52840116450E-001,+8.00258629771E-001,
12.9e6,caps hf ps1 2 0 4 31,-6.42614840835E-001,+5.18196890317E-001,+4.20829875109E-001,+2.64220041165E-001,+4.22118712941E-001,+2.64816894577E-001,-1.33768101106E-001,+8.05447645514E-001,
12.9e6,caps hf ps1 2 0 4 32,-6.44577012510E-001,+5.17403441390E-001,+4.21248540593E-001,+2.61470521838E-001,+4.21551205714E-001,+2.62222526896E-001,-1.24539686965E-001,+8.06103932991E-001,
12.9e6,caps hf ps1 2 0 4 47,-6.45416250730E-001,+5.17722303617E-001,+4.22345419597E-001,+2.55794627860E-001,+4.23221808457E-001,+2.56664791923E-001,-1.05941635431E-001,+8.11450510340E-001,
12.9e6,caps hf ps1 2 0 4 48,-6.46827840550E-001,+5.17199293723E-001,+4.23188191276E-001,+2.54981948744E-001,+4.23089753079E-001,+2.53975465422E-001,-1.00027649984E-001,+8.11760843953E-001,
12.9e6,caps hf ps1 2 0 4 63,-6.47916628923E-001,+5.17166894280E-001,+4.23706886105E-001,+2.49219917925E-001,+4.23644043418E-001,+2.49586158570E-001,-8.25604011614E-002,+8.15465738547E-001,
12.9e6,caps hf ps1 2 0 5 0,-6.48349970448E-001,+5.17353106163E-001,+4.23718452909E-001,+2.48478687967E-001,+4.24039447464E-001,+2.47953114401E-001,-8.05315517159E-002,+8.17385989718E-001,
12.9e6,caps hf ps1 2 0 5 15,-6.50216710064E-001,+5.17513961177E-001,+4.24784226233E-001,+2.43054461955E-001,+4.24700390147E-001,+2.42917861112E-001,-6.21154583477E-002,+8.19791399017E-001,
12.9e6,caps hf ps1 2 0 5 16,-6.50142893880E-001,+5.16566399054E-001,+4.24644688615E-001,+2.41851067865E-001,+4.24995461462E-001,+2.41642273495E-001,-5.79756069842E-002,+8.20308661174E-001,
12.9e6,caps hf ps1 2 0 5 31,-6.51839456849E-001,+5.16958294918E-001,+4.24857767440E-001,+2.36662726258E-001,+4.25848471032E-001,+2.36740834818E-001,-4.14912809855E-002,+8.23018338405E-001,
12.9e6,caps hf ps1 2 0 5 32,-6.52594492105E-001,+5.16313128334E-001,+4.24870564127E-001,+2.34489062231E-001,+4.25670918536E-001,+2.34865340713E-001,-3.39115549807E-002,+8.23627103602E-001,
12.9e6,caps hf ps1 2 0 5 47,-6.53806586061E-001,+5.17301803757E-001,+4.25113622446E-001,+2.28928437033E-001,+4.25650128137E-001,+2.29915132778E-001,-1.76259729128E-002,+8.24904732384E-001,
12.9e6,caps hf ps1 2 0 5 48,-6.54049209468E-001,+5.16768137597E-001,+4.24533788662E-001,+2.28265636751E-001,+4.26703861882E-001,+2.27783928081E-001,-1.22299919953E-002,+8.26703690855E-001,
12.9e6,caps hf ps1 2 0 5 63,-6.56143694833E-001,+5.16614673986E-001,+4.25867932587E-001,+2.23923109087E-001,+4.26259974619E-001,+2.24174976892E-001,+2.75179337022E-003,+8.27587354172E-001,
12.9e6,caps hf ps1 2 0 6 0,-6.55519838268E-001,+5.16850485970E-001,+4.26299079273E-001,+2.24460509997E-001,+4.25907017458E-001,+2.23785831185E-001,+4.18472382856E-004,+8.27735880161E-001,
12.9e6,caps hf ps1 2 0 6 15,-6.57094262488E-001,+5.17376208200E-001,+4.25218040621E-001,+2.19869062607E-001,+4.26890556192E-001,+2.19680292715E-001,+1.54002607510E-002,+8.29330469411E-001,
12.9e6,caps hf ps1 2 0 6 16,-6.56724111268E-001,+5.16704590386E-001,+4.25409081436E-001,+2.19067387544E-001,+4.27189274313E-001,+2.17739649637E-001,+2.06182068995E-002,+8.30497860383E-001,
12.9e6,caps hf ps1 2 0 6 31,-6.58936489533E-001,+5.16108241442E-001,+4.26373303733E-001,+2.15072489710E-001,+4.26270817292E-001,+2.14203592388E-001,+3.44030574178E-002,+8.29346397531E-001,
12.9e6,caps hf ps1 2 0 6 32,-6.59760198850E-001,+5.17056290634E-001,+4.26220532044E-001,+2.12526535704E-001,+4.26676333967E-001,+2.11807446007E-001,+4.16432131819E-002,+8.30046814683E-001,
12.9e6,caps hf ps1 2 0 6 47,-6.60286967738E-001,+5.17361749732E-001,+4.26033634445E-001,+2.08719792372E-001,+4.26240776069E-001,+2.07666037906E-001,+5.53166806608E-002,+8.30636590128E-001,
12.9e6,caps hf ps1 2 0 6 48,-6.60643605863E-001,+5.17396026730E-001,+4.26110426198E-001,+2.06811760642E-001,+4.26512200001E-001,+2.07419853199E-001,+5.83348191397E-002,+8.30673849633E-001,
12.9e6,caps hf ps1 2 0 6 63,-6.62146396477E-001,+5.17556539413E-001,+4.26476591684E-001,+2.03475236899E-001,+4.26860970388E-001,+2.02520763261E-001,+7.24064961364E-002,+8.30740382361E-001,
12.9e6,caps hf ps1 2 15 0 0,-5.85477112110E-001,+5.75502634035E-001,+3.05808259993E-001,+4.05053083399E-001,+3.05806738481E-001,+4.05981313853E-001,-6.86189065952E-001,+4.24796013767E-001,
12.9e6,caps hf ps1 2 15 0 15,-5.87671714198E-001,+5.73181677220E-001,+3.15099967774E-001,+3.98470123439E-001,+3.14954261312E-001,+3.99224142507E-001,-6.62794886493E-001,+4.60135997273E-001,
12.9e6,caps hf ps1 2 15 0 16,-5.88435135228E-001,+5.72332611520E-001,+3.18450674483E-001,+3.95915049061E-001,+3.17854738747E-001,+3.96311821471E-001,-6.55738150016E-001,+4.69788288425E-001,
12.9e6,caps hf ps1 2 15 0 31,-5.90302889195E-001,+5.70360036340E-001,+3.26843976428E-001,+3.88407727731E-001,+3.26514624451E-001,+3.89040721523E-001,-6.31528976253E-001,+5.02894135846E-001,
12.9e6,caps hf ps1 2 15 0 32,-5.91563163780E-001,+5.68997815620E-001,+3.30934118633E-001,+3.84663804892E-001,+3.30596426057E-001,+3.85261414776E-001,-6.18903942145E-001,+5.17395851304E-001,
12.9e6,caps hf ps1 2 15 0 47,-5.93623564572E-001,+5.66863458649E-001,+3.38433991812E-001,+3.77591788120E-001,+3.38908158385E-001,+3.77870121248E-001,-5.93578936275E-001,+5.47122229524E-001,
12.9e6,caps hf ps1 2 15 0 48,-5.94868553642E-001,+5.66425134009E-001,+3.40076830071E-001,+3.74826367198E-001,+3.40733432248E-001,+3.76093163385E-001,-5.86804374156E-001,+5.55574633929E-001,
12.9e6,caps hf ps1 2 15 0 63,-5.98611196582E-001,+5.64392460419E-001,+3.47929111007E-001,+3.67876010938E-001,+3.47663445532E-001,+3.68361070776E-001,-5.61133463864E-001,+5.81726146223E-001,
12.9e6,caps hf ps1 2 15 1 0,-5.97754799380E-001,+5.63944031334E-001,+3.49869828016E-001,+3.65014726290E-001,+3.49962967056E-001,+3.65806827802E-001,-5.53383965161E-001,+5.89685678422E-001,
12.9e6,caps hf ps1 2 15 1 15,-6.00917331163E-001,+5.62890313975E-001,+3.56300460304E-001,+3.57553760423E-001,+3.56352772797E-001,+3.58129294943E-001,-5.27483299328E-001,+6.14641869039E-001,
12.9e6,caps hf ps1 2 15 1 16,-6.01540650843E-001,+5.62348512459E-001,+3.58034451308E-001,+3.55144077903E-001,+3.58361099204E-001,+3.55175560165E-001,-5.18995591939E-001,+6.21158732681E-001,
12.9e6,caps hf ps1 2 15 1 31,-6.03081080473E-001,+5.60741711094E-001,+3.63352027033E-001,+3.47568028922E-001,+3.63882273750E-001,+3.48108825166E-001,-4.92866186990E-001,+6.42784462819E-001,
12.9e6,caps hf ps1 2 15 1 32,-6.04094861913E-001,+5.60292039897E-001,+3.66238979017E-001,+3.43006604308E-001,+3.66470407657E-001,+3.44085557628E-001,-4.79893341531E-001,+6.53281873282E-001,
12.9e6,caps hf ps1 2 15 1 47,-6.06532910297E-001,+5.58561592278E-001,+3.70949666900E-001,+3.35882937166E-001,+3.71436727912E-001,+3.36272008999E-001,-4.52890255881E-001,+6.73204967065E-001,
12.9e6,caps hf ps1 2 15 1 48,-6.07537685358E-001,+5.59215889364E-001,+3.72843805848E-001,+3.33436482460E-001,+3.73011094110E-001,+3.34175666042E-001,-4.46614009453E-001,+6.78546313655E-001,
12.9e6,caps hf ps1 2 15 1 63,-6.09261111027E-001,+5.57759885739E-001,+3.77119299271E-001,+3.26149138708E-001,+3.77792916569E-001,+3.26431473493E-001,-4.20191697671E-001,+6.96227601468E-001,
12.9e6,caps hf ps1 2 15 2 0,-6.11017465092E-001,+5.57593965600E-001,+3.79425422901E-001,+3.22888272018E-001,+3.79171303611E-001,+3.23406059193E-001,-4.09960470894E-001,+7.03403799104E-001,
12.9e6,caps hf ps1 2 15 2 15,-6.13005731329E-001,+5.55773150634E-001,+3.82653184214E-001,+3.15676448598E-001,+3.82832768089E-001,+3.15525034306E-001,-3.84083970172E-001,+7.18492882215E-001,
12.9e6,caps hf ps1 2 15 2 16,-6.13258311577E-001,+5.55998216129E-001,+3.84034993260E-001,+3.13582763054E-001,+3.84344184372E-001,+3.13445818851E-001,-3.76344330507E-001,+7.23394779970E-001,
12.9e6,caps hf ps1 2 15 2 31,-6.15618205762E-001,+5.55613603340E-001,+3.87158115583E-001,+3.05885850140E-001,+3.86844355241E-001,+3.06175220291E-001,-3.52033639994E-001,+7.36128807780E-001,
12.9e6,caps hf ps1 2 15 2 32,-6.16297616497E-001,+5.54492374530E-001,+3.88706073602E-001,+3.02788080802E-001,+3.89549044269E-001,+3.02660451067E-001,-3.39297541685E-001,+7.43660130710E-001,
12.9e6,caps hf ps1 2 15 2 47,-6.18207314813E-001,+5.53926766740E-001,+3.91912425131E-001,+2.95683062610E-001,+3.91383184806E-001,+2.95757365268E-001,-3.15083613577E-001,+7.54839386588E-001,
12.9e6,caps hf ps1 2 15 2 48,-6.18943107345E-001,+5.53811343566E-001,+3.92697430726E-001,+2.93414869864E-001,+3.92451082292E-001,+2.93904811857E-001,-3.07797070019E-001,+7.58658314793E-001,
12.9e6,caps hf ps1 2 15 2 63,-6.20878677881E-001,+5.53565551378E-001,+3.95270316739E-001,+2.85890462310E-001,+3.94591925522E-001,+2.87067153954E-001,-2.84256310175E-001,+7.68352588532E-001,
12.9e6,caps hf ps1 2 15 3 0,-6.22061655686E-001,+5.53415238991E-001,+3.96403381287E-001,+2.83857586370E-001,+3.96167842334E-001,+2.84094516099E-001,-2.75972740506E-001,+7.72970311459E-001,
12.9e6,caps hf ps1 2 15 3 15,-6.23631009949E-001,+5.52990790003E-001,+3.98374887496E-001,+2.77060758727E-001,+3.98321776382E-001,+2.77997634522E-001,-2.52770920069E-001,+7.82241395200E-001,
12.9e6,caps hf ps1 2 15 3 16,-6.24979341964E-001,+5.52935150053E-001,+3.98906755683E-001,+2.75469032157E-001,+3.99362883170E-001,+2.75545391594E-001,-2.46161477621E-001,+7.85751254301E-001,
12.9e6,caps hf ps1 2 15 3 31,-6.25654218323E-001,+5.52692146587E-001,+4.01050105778E-001,+2.68861906051E-001,+4.00884927303E-001,+2.69653074134E-001,-2.23523538893E-001,+7.93417075536E-001,
12.9e6,caps hf ps1 2 15 3 32,-6.26740692979E-001,+5.52136033873E-001,+4.01158795161E-001,+2.66043643008E-001,+4.02209239456E-001,+2.66176080171E-001,-2.12310521753E-001,+7.97126098912E-001,
12.9e6,caps hf ps1 2 15 3 47,-6.28792162873E-001,+5.51361137074E-001,+4.02767231687E-001,+2.60323509238E-001,+4.03447954948E-001,+2.59698272676E-001,-1.90611753261E-001,+8.03600433496E-001,
12.9e6,caps hf ps1 2 15 3 48,-6.29762678605E-001,+5.51890973820E-001,+4.03992692776E-001,+2.58457425806E-001,+4.03908022983E-001,+2.57853903281E-001,-1.84647066693E-001,+8.05502217225E-001,
